"FieldID_unique","Date","Year","Province","SamplerNo.x","FieldID","SamplerType","ExtractionGroup","qPCRPlate","JDay","SampleID","SsCtMean","SsCtSD","SsMean","logSsMean","VolumeSampled","TtCt","TtSD","Water","week","month","SsMean_t1","logSs_t1","SamplerNo.y","MeanWetness","DiffMeanWet","MeanWet_1d","MaxWetness","DiffMaxWet","MaxWet_1d","MinWetness","DiffMinWet","MinWet_1d","MeanTemp","DiffMeanT","MeanT_1d","MaxTemp","DiffMaxT","MaxT_1d","MinTemp","DiffMinT","MinT_1d","MeanRH","DiffMeanRH","MeanRH_1d","MaxRH","DiffMaxRH","MaxRH_1d","MinRH","DiffMinRH","MinRH_1d","DiffRH_0d","DiffRH_1d","DiffRH_2d","MaxDiffRH_2h","MaxDiffRH_3h","MeanVPD","DiffMeanVPD","MeanVPD_1d","MaxVPD","DiffMaxVPD","MaxVPD_1d","MinVPD","DiffMinVPD","MinVPD_1d","TotalPrecip","Precip_1d","RainYN","MaxRain","MinRain","MeanWC","DiffMeanWC","MeanWC_1d","MaxWC","DiffMaxWC","MaxWC_1d","MinWC","DiffMinWC","MinWC_1d","MeanDP","DiffMeanDP","MeanDP_1d","MaxDP","DiffMaxDP","MaxDP_1d","MinDP","DiffMinDP","MinDP_1d","MeanSoilTemp","DiffMeanSoilT","MeanSoilT_1d","MaxSoilTemp","DiffMaxSoilT","MaxSoilT_1d","MinSoilTemp","DiffMinSoilT","MinSoilT_1d","jday"
"1804Taber",2018-07-15,"2018","Alberta","Taber","1804","Burkard",NA,NA,196,NA,NA,NA,383.75,2.585172985,NA,NA,NA,NA,28,7,245.8,2.392336357,"Taber",38.68854,24.28833,14.40021,100,68.24,31.76,5.29,0.58,4.71,17.85419,2.33223,15.52196,27.899,5.601,22.298,5.385,-1.908,7.293,70.55833,-1.98333,72.54167,95.2,2.4,92.8,39.8,-1.9,41.7,55.4,51.1,57.8,28.5,36.3,6.00165,1.90851,4.09313,16.03534,5.12479,10.91055,0.3275,-0.2177,0.5452,15.2,0,1,11.6,0,8.44688,2.15604,6.29083,12.88,6.17,6.71,5.33,-0.36,5.69,11.7,1.61042,10.08958,16.8,4.3,12.5,4.5,-1.6,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
"1804Taber",2018-07-16,"2018","Alberta","Taber","1804","Burkard",NA,NA,197,NA,NA,NA,57.9,1.770115295,NA,NA,NA,NA,29,7,383.75,2.585172985,"Taber",42.42583,3.73729,38.68854,92.35,-7.65,100,7.65,2.36,5.29,20.17665,2.32246,17.85419,31.612,3.713,27.899,7.519,2.134,5.385,71.37083,0.8125,70.55833,93.5,-1.7,95.2,43.4,3.6,39.8,50.1,55.4,51.1,23.2,30.5,6.93033,0.92869,6.00165,18.20272,2.16738,16.03534,0.4853,0.1578,0.3275,0,15.2,0,0,0,9.28167,0.83479,8.44688,10.56,-2.32,12.88,8.09,2.76,5.33,14.17083,2.47083,11.7,20.4,3.6,16.8,6.5,2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,197
"1804Taber",2018-07-17,"2018","Alberta","Taber","1804","Burkard",NA,NA,198,NA,NA,NA,214.4,2.333245699,NA,NA,NA,NA,29,7,57.9,1.770115295,"Taber",45.99292,3.56708,42.42583,100,7.65,92.35,9.41,1.76,7.65,22.29102,2.11438,20.17665,32.768,1.156,31.612,10.247,2.728,7.519,73.88542,2.51458,71.37083,96,2.5,93.5,48.5,5.1,43.4,47.5,50.1,55.4,19.4,22.9,7.05927,0.12894,6.93033,17.86725,-0.33546,18.20272,0.51803,0.03273,0.4853,15,0,1,11.6,0,8.12271,-1.15896,9.28167,13.03,2.47,10.56,5.91,-2.18,8.09,16.84583,2.675,14.17083,23.7,3.3,20.4,9,2.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,198
"1804Taber",2018-07-18,"2018","Alberta","Taber","1804","Burkard",NA,NA,199,NA,NA,NA,730.88,2.864439879,NA,NA,NA,NA,29,7,214.4,2.333245699,"Taber",40.55125,-5.44167,45.99292,100,0,100,22.35,12.94,9.41,21.32838,-0.96265,22.29102,27.751,-5.017,32.768,15.223,4.976,10.247,74.56875,0.68333,73.88542,92.7,-3.3,96,62.4,13.9,48.5,30.3,47.5,50.1,18.9,20.6,4.94031,-2.11896,7.05927,9.36912,-8.49814,17.86725,0.89209,0.37406,0.51803,2.8,15,1,1,0,10.33313,2.21042,8.12271,12.38,-0.65,13.03,8.67,2.76,5.91,16.53542,-0.31042,16.84583,21.2,-2.5,23.7,12.3,3.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,199
"1804Taber",2018-07-19,"2018","Alberta","Taber","1804","Burkard",NA,NA,200,NA,NA,NA,218.02,2.340483775,NA,NA,NA,NA,29,7,730.88,2.864439879,"Taber",57.34125,16.79,40.55125,100,0,100,17.65,-4.7,22.35,20.97283,-0.35554,21.32838,30.495,2.744,27.751,12.268,-2.955,15.223,78.57292,4.00417,74.56875,96.1,3.4,92.7,54.1,-8.3,62.4,42,30.3,47.5,23.6,23.6,4.8992,-0.0411,4.94031,14.35332,4.98421,9.36912,0.40241,-0.48968,0.89209,0.2,2.8,1,0.2,0,8.35188,-1.98125,10.33313,9.18,-3.2,12.38,7.44,-1.23,8.67,16.79792,0.2625,16.53542,22.6,1.4,21.2,11.6,-0.7,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
"1804Taber",2018-07-20,"2018","Alberta","Taber","1804","Burkard",NA,NA,201,NA,NA,NA,969.84,2.987147662,NA,NA,NA,NA,29,7,218.02,2.340483775,"Taber",35.98042,-21.36083,57.34125,84.12,-15.88,100,8.82,-8.83,17.65,20.38946,-0.58337,20.97283,29.966,-0.529,30.495,10.149,-2.119,12.268,71.83125,-6.74167,78.57292,92.9,-3.2,96.1,32,-22.1,54.1,60.9,42,30.3,22.3,31.2,6.51748,1.61828,4.8992,19.81746,5.46413,14.35332,0.78031,0.3779,0.40241,0,0.2,0,0,0,6.24271,-2.10917,8.35188,7.51,-1.67,9.18,4.97,-2.47,7.44,14.38958,-2.40833,16.79792,20.1,-2.5,22.6,8.1,-3.5,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"1804Taber",2018-07-21,"2018","Alberta","Taber","1804","Burkard",NA,NA,202,NA,NA,NA,123.91,2.096597208,NA,NA,NA,NA,29,7,969.84,2.987147662,"Taber",31.64313,-4.33729,35.98042,81.18,-2.94,84.12,10,1.18,8.82,17.58667,-2.80279,20.38946,28.345,-1.621,29.966,8.717,-1.432,10.149,74.17708,2.34583,71.83125,95.4,2.5,92.9,46.1,14.1,32,49.3,60.9,42,22.4,28.7,5.02515,-1.49233,6.51748,13.83125,-5.9862,19.81746,0.37184,-0.40847,0.78031,0,0,0,0,0,4.51354,-1.72917,6.24271,5.04,-2.47,7.51,3.88,-1.09,4.97,12.3875,-2.00208,14.38958,17.5,-2.6,20.1,7.6,-0.5,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"1804Taber",2018-07-22,"2018","Alberta","Taber","1804","Burkard",NA,NA,203,NA,NA,NA,15.58,1.219584526,NA,NA,NA,NA,29,7,123.91,2.096597208,"Taber",20.20813,-11.435,31.64313,37.06,-44.12,81.18,9.41,-0.59,10,15.82244,-1.76423,17.58667,24.895,-3.45,28.345,7.444,-1.273,8.717,74.62292,0.44583,74.17708,94.7,-0.7,95.4,48.2,2.1,46.1,46.5,49.3,60.9,26.6,34.1,4.27641,-0.74874,5.02515,11.43905,-2.3922,13.83125,0.42358,0.05174,0.37184,0,0,0,0,0,3.58167,-0.93188,4.51354,3.95,-1.09,5.04,3.15,-0.73,3.88,10.78333,-1.60417,12.3875,14,-3.5,17.5,6.4,-1.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,203
"1804Taber",2018-07-23,"2018","Alberta","Taber","1804","Burkard",NA,NA,204,NA,NA,NA,2128.22,3.328220537,NA,NA,NA,NA,30,7,15.58,1.219584526,"Taber",36.12813,15.92,20.20813,100,62.94,37.06,7.65,-1.76,9.41,18.32125,2.49881,15.82244,31.459,6.564,24.895,6.889,-0.555,7.444,73.13333,-1.48958,74.62292,95.6,0.9,94.7,44.4,-3.8,48.2,51.2,46.5,49.3,27.1,34.4,5.74133,1.46493,4.27641,18.49472,7.05567,11.43905,0.33683,-0.08675,0.42358,18.8,0,1,17.6,0,3.68979,0.10813,3.58167,7,3.05,3.95,2.79,-0.36,3.15,12.775,1.99167,10.78333,18.5,4.5,14,6.2,-0.2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
"1804Taber",2018-07-24,"2018","Alberta","Taber","1804","Burkard",NA,NA,205,NA,NA,NA,162.91,2.21460545,NA,NA,NA,NA,30,7,2128.22,3.328220537,"Taber",77.5,41.37188,36.12813,100,0,100,21.76,14.11,7.65,16.10698,-2.21427,18.32125,24.243,-7.216,31.459,10.663,3.774,6.889,87.46458,14.33125,73.13333,96.3,0.7,95.6,68.2,23.8,44.4,28.1,51.2,46.5,18.2,20,1.94939,-3.79194,5.74133,6.72225,-11.77248,18.49472,0.39879,0.06195,0.33683,0.6,18.8,1,0.4,0,7.3925,3.70271,3.68979,7.87,0.87,7,7,4.21,2.79,13.92292,1.14792,12.775,18.4,-0.1,18.5,9.9,3.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,205
"1804Taber",2018-07-25,"2018","Alberta","Taber","1804","Burkard",NA,NA,206,NA,NA,NA,110.83,2.048558325,NA,NA,NA,NA,30,7,162.91,2.21460545,"Taber",64.27688,-13.22313,77.5,100,0,100,20.59,-1.17,21.76,16.3486,0.24162,16.10698,25.695,1.452,24.243,9.312,-1.351,10.663,84.44375,-3.02083,87.46458,97.4,1.1,96.3,59.3,-8.9,68.2,38.1,28.1,51.2,15,19.4,2.64085,0.69146,1.94939,9.05333,2.33108,6.72225,0.29367,-0.10511,0.39879,0,0.6,0,0,0,6.45188,-0.94062,7.3925,7.07,-0.8,7.87,5.69,-1.31,7,13.51458,-0.40833,13.92292,20.2,1.8,18.4,8.4,-1.5,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
"1804Taber",2018-07-26,"2018","Alberta","Taber","1804","Burkard",NA,NA,207,NA,NA,NA,813.1,2.910677755,NA,NA,NA,NA,30,7,110.83,2.048558325,"Taber",71.51979,7.24292,64.27688,100,0,100,24.71,4.12,20.59,16.60619,0.25758,16.3486,26.28,0.585,25.695,7.945,-1.367,9.312,85.11875,0.675,84.44375,96.9,-0.5,97.4,60.3,1,59.3,36.6,38.1,28.1,22.3,29.8,2.66025,0.0194,2.64085,9.42876,0.37543,9.05333,0.29866,0.00499,0.29367,11.8,0,1,11,0,7.31187,0.86,6.45188,8.53,1.46,7.07,5.62,-0.07,5.69,13.87917,0.36458,13.51458,18.7,-1.5,20.2,7.3,-1.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"1804Taber",2018-07-27,"2018","Alberta","Taber","1804","Burkard",NA,NA,208,NA,NA,NA,172.09,2.238271978,NA,NA,NA,NA,30,7,813.1,2.910677755,"Taber",69.03146,-2.48833,71.51979,100,0,100,25.29,0.58,24.71,17.11413,0.50794,16.60619,25.914,-0.366,26.28,9.04,1.095,7.945,84.14167,-0.97708,85.11875,96.8,-0.1,96.9,61.2,0.9,60.3,35.6,36.6,38.1,21.5,23,2.93475,0.2745,2.66025,8.23892,-1.18983,9.42876,0.34027,0.0416,0.29866,0.2,11.8,1,0.2,0,7.89292,0.58104,7.31187,8.6,0.07,8.53,7,1.38,5.62,14.16875,0.28958,13.87917,19.4,0.7,18.7,8.4,1.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,208
"1804Taber",2018-07-28,"2018","Alberta","Taber","1804","Burkard",NA,NA,209,NA,NA,NA,399.09,2.602157697,NA,NA,NA,NA,30,7,172.09,2.238271978,"Taber",71.85104,2.81958,69.03146,100,0,100,27.06,1.77,25.29,18.30471,1.19058,17.11413,28.593,2.679,25.914,9.928,0.888,9.04,84.31875,0.17708,84.14167,96.6,-0.2,96.8,62.7,1.5,61.2,33.9,35.6,36.6,18.5,24.9,3.18373,0.24899,2.93475,9.62428,1.38535,8.23892,0.38395,0.04368,0.34027,0,0.2,0,0,0,6.36792,-1.525,7.89292,7.07,-1.53,8.6,5.55,-1.45,7,15.36458,1.19583,14.16875,21.6,2.2,19.4,9.1,0.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
"1804Taber",2018-07-29,"2018","Alberta","Taber","1804","Burkard",NA,NA,210,NA,NA,NA,613.71,2.788670278,NA,NA,NA,NA,30,7,399.09,2.602157697,"Taber",65.99313,-5.85792,71.85104,100,0,100,25.29,-1.77,27.06,18.16369,-0.14102,18.30471,29.64,1.047,28.593,8.045,-1.883,9.928,82.97292,-1.34583,84.31875,96.8,0.2,96.6,56.3,-6.4,62.7,40.5,33.9,35.6,17.5,25.8,3.78856,0.60483,3.18373,12.83457,3.21029,9.62428,0.32731,-0.05664,0.38395,0,0,0,0,0,4.95,-1.41792,6.36792,5.55,-1.52,7.07,4.24,-1.31,5.55,14.89375,-0.47083,15.36458,21.8,0.2,21.6,7.3,-1.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,210
"1804Taber",2018-07-30,"2018","Alberta","Taber","1804","Burkard",NA,NA,211,NA,NA,NA,3239.22,3.510574498,NA,NA,NA,NA,31,7,613.71,2.788670278,"Taber",62.36521,-3.62792,65.99313,100,0,100,22.94,-2.35,25.29,20.46685,2.30317,18.16369,32.82,3.18,29.64,7.544,-0.501,8.045,80.71667,-2.25625,82.97292,96.4,-0.4,96.8,56,-0.3,56.3,40.4,40.5,33.9,21.8,31.6,4.97235,1.18379,3.78856,15.29864,2.46407,12.83457,0.31004,-0.01726,0.32731,0,0,0,0,0,3.79625,-1.15375,4.95,4.31,-1.24,5.55,3.22,-1.02,4.24,16.63542,1.74167,14.89375,23.5,1.7,21.8,6.9,-0.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,211
"1804Taber",2018-07-31,"2018","Alberta","Taber","1804","Burkard",NA,NA,212,NA,NA,NA,1253.45,3.098453356,NA,NA,NA,NA,31,7,3239.22,3.510574498,"Taber",52.21813,-10.14708,62.36521,100,0,100,20.59,-2.35,22.94,20.94717,0.48031,20.46685,28.816,-4.004,32.82,14.553,7.009,7.544,78.37083,-2.34583,80.71667,96.9,0.5,96.4,61.1,5.1,56,35.8,40.4,40.5,11.6,18.5,4.37693,-0.59542,4.97235,9.97154,-5.32711,15.29864,0.39376,0.08371,0.31004,0,0,0,0,0,3.03583,-0.76042,3.79625,3.22,-1.09,4.31,2.72,-0.5,3.22,16.83125,0.19583,16.63542,22.5,-1,23.5,12,5.1,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
"1804Taber",2018-08-01,"2018","Alberta","Taber","1804","Burkard",NA,NA,213,NA,NA,NA,40.71,1.62024019,NA,NA,NA,NA,31,8,1253.45,3.098453356,"Taber",49.55813,-2.66,52.21813,100,0,100,18.82,-1.77,20.59,20.79242,-0.15475,20.94717,29.265,0.449,28.816,13.906,-0.647,14.553,78.63333,0.2625,78.37083,94.1,-2.8,96.9,61.4,0.3,61.1,32.7,35.8,40.4,17.3,24.1,4.28239,-0.09454,4.37693,10.39341,0.42187,9.97154,0.65624,0.26249,0.39376,16.2,0,1,16.2,0,5.78333,2.7475,3.03583,7.73,4.51,3.22,2.64,-0.08,2.72,16.79375,-0.0375,16.83125,24.3,1.8,22.5,10.9,-1.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
"1804Taber",2018-08-02,"2018","Alberta","Taber","1804","Burkard",NA,NA,214,NA,NA,NA,219.34,2.343093345,NA,NA,NA,NA,31,8,40.71,1.62024019,"Taber",60.64938,11.09125,49.55813,100,0,100,18.82,0,18.82,19.45598,-1.33644,20.79242,29.04,-0.225,29.265,11.2,-2.706,13.906,83.61667,4.98333,78.63333,97.2,3.1,94.1,65.2,3.8,61.4,32,32.7,35.8,18.6,21,3.40108,-0.88131,4.28239,9.46751,-0.9259,10.39341,0.33911,-0.31713,0.65624,0,16.2,0,0,0,5.72521,-0.05812,5.78333,6.64,-1.09,7.73,4.68,2.04,2.64,16.40625,-0.3875,16.79375,22.9,-1.4,24.3,10.1,-0.8,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,214
"1804Taber",2018-08-03,"2018","Alberta","Taber","1804","Burkard",NA,NA,215,NA,NA,NA,2225.26,3.347575883,NA,NA,NA,NA,31,8,219.34,2.343093345,"Taber",48.10083,-12.54854,60.64938,100,0,100,17.06,-1.76,18.82,16.75785,-2.69813,19.45598,24.726,-4.314,29.04,8.519,-2.681,11.2,76.09583,-7.52083,83.61667,96,-1.2,97.2,52.7,-12.5,65.2,43.3,32,32.7,23.1,33.1,4.19691,0.79582,3.40108,9.95336,0.48585,9.46751,0.34055,0.00144,0.33911,6.6,0,1,4.2,0,8.42542,2.70021,5.72521,15.21,8.57,6.64,4.1,-0.58,4.68,12.05417,-4.35208,16.40625,17.1,-5.8,22.9,7.8,-2.3,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,215
"1804Taber",2018-08-04,"2018","Alberta","Taber","1804","Burkard",NA,NA,216,NA,NA,NA,5.97,0.843232778,NA,NA,NA,NA,31,8,2225.26,3.347575883,"Taber",61.77708,13.67625,48.10083,100,0,100,19.41,2.35,17.06,15.58142,-1.17644,16.75785,22.369,-2.357,24.726,9.509,0.99,8.519,82.31042,6.21458,76.09583,96.6,0.6,96,63.4,10.7,52.7,33.2,43.3,32,15.2,19.8,2.6665,-1.5304,4.19691,6.475,-3.47836,9.95336,0.3233,-0.01725,0.34055,0,6.6,0,0,0,8.86375,0.43833,8.42542,10.27,-4.94,15.21,7.58,3.48,4.1,12.37292,0.31875,12.05417,16.1,-1,17.1,8.6,0.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,216
"1804Taber",2018-08-05,"2018","Alberta","Taber","1804","Burkard",NA,NA,217,NA,NA,NA,26.44,1.438384107,NA,NA,NA,NA,31,8,5.97,0.843232778,"Taber",76.5075,14.73042,61.77708,100,0,100,37.65,18.24,19.41,15.95492,0.3735,15.58142,23.04,0.671,22.369,9.064,-0.445,9.509,89.69792,7.3875,82.31042,96.3,-0.3,96.6,79.5,16.1,63.4,16.8,33.2,43.3,8.9,11.6,1.51622,-1.15028,2.6665,4.03214,-2.44286,6.475,0.30421,-0.01909,0.3233,0,0,0,0,0,7.03208,-1.83167,8.86375,7.58,-2.69,10.27,6.42,-1.16,7.58,14.21458,1.84167,12.37292,19.3,3.2,16.1,8.5,-0.1,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,217
"1804Taber",2018-08-06,"2018","Alberta","Taber","1804","Burkard",NA,NA,218,NA,NA,NA,14.99,1.203848464,NA,NA,NA,NA,32,8,26.44,1.438384107,"Taber",59.155,-17.3525,76.5075,100,0,100,20,-17.65,37.65,18.01598,2.06106,15.95492,27.235,4.195,23.04,8.02,-1.044,9.064,82.09375,-7.60417,89.69792,98.1,1.8,96.3,55.5,-24,79.5,42.6,16.8,33.2,18.8,28.9,3.70418,2.18796,1.51622,10.25237,6.22023,4.03214,0.16959,-0.13462,0.30421,0,0,0,0,0,5.62542,-1.40667,7.03208,6.42,-1.16,7.58,4.82,-1.6,6.42,14.57292,0.35833,14.21458,20.5,1.2,19.3,7.6,-0.9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
"1804Taber",2018-08-07,"2018","Alberta","Taber","1804","Burkard",NA,NA,219,NA,NA,NA,3405.06,3.532252294,NA,NA,NA,NA,32,8,14.99,1.203848464,"Taber",53.67625,-5.47875,59.155,99.41,-0.59,100,12.35,-7.65,20,18.82325,0.80727,18.01598,27.431,0.196,27.235,9.977,1.957,8.02,78.37708,-3.71667,82.09375,94.2,-3.9,98.1,54,-1.5,55.5,40.2,42.6,16.8,17.6,26.2,4.35402,0.64985,3.70418,11.45354,1.20117,10.25237,0.5221,0.35252,0.16959,0,0,0,0,0,4.35833,-1.26708,5.62542,4.82,-1.6,6.42,3.88,-0.94,4.82,14.65625,0.08333,14.57292,21.5,1,20.5,9,1.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,219
"1804Taber",2018-08-08,"2018","Alberta","Taber","1804","Burkard",NA,NA,220,NA,NA,NA,1729.78,3.238241868,NA,NA,NA,NA,32,8,3405.06,3.532252294,"Taber",63.14917,9.47292,53.67625,100,0.59,99.41,21.76,9.41,12.35,18.4014,-0.42185,18.82325,28.891,1.46,27.431,9.41,-0.567,9.977,81.05,2.67292,78.37708,93.1,-1.1,94.2,61.9,7.9,54,31.2,40.2,42.6,20.6,21.9,3.69561,-0.65841,4.35402,9.68749,-1.76605,11.45354,0.60482,0.08272,0.5221,16,0,1,9.6,0,8.49,4.13167,4.35833,14.77,9.95,4.82,3.66,-0.22,3.88,14.89792,0.24167,14.65625,22.7,1.2,21.5,8.1,-0.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,220
"1804Taber",2018-08-09,"2018","Alberta","Taber","1804","Burkard",NA,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,8,1729.78,3.238241868,"Taber",64.89,1.74083,63.14917,100,0,100,22.35,0.59,21.76,19.71577,1.31438,18.4014,31.179,2.288,28.891,9.977,0.567,9.41,80.33125,-0.71875,81.05,92.7,-0.4,93.1,62.9,1,61.9,29.8,31.2,40.2,12.6,18.8,4.248,0.55239,3.69561,11.21387,1.52638,9.68749,0.65402,0.0492,0.60482,0,16,0,0,0,9.31375,0.82375,8.49,10.71,-4.06,14.77,8.09,4.43,3.66,16.04375,1.14583,14.89792,24.6,1.9,22.7,8.8,0.7,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
"1804Taber",2018-08-10,"2018","Alberta","Taber","1804","Burkard",NA,NA,222,NA,NA,NA,5531.68,3.742935552,NA,NA,NA,NA,32,8,NA,NA,"Taber",56.96083,-7.92917,64.89,100,0,100,24.71,2.36,22.35,22.42844,2.71267,19.71577,36.335,5.156,31.179,11.492,1.515,9.977,75.0375,-5.29375,80.33125,93.7,1,92.7,49.1,-13.8,62.9,44.6,29.8,31.2,17.5,22.1,6.56493,2.31693,4.248,22.95364,11.73976,11.21387,0.72091,0.0669,0.65402,20.6,0,1,11.6,0,8.74958,-0.56417,9.31375,19.49,8.78,10.71,6.2,-1.89,8.09,17.5125,1.46875,16.04375,26.9,2.3,24.6,9.4,0.6,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"1804Taber",2018-08-11,"2018","Alberta","Taber","1804","Burkard",NA,NA,223,NA,NA,NA,2404.28,3.38116564,NA,NA,NA,NA,32,8,5531.68,3.742935552,"Taber",59.28875,2.32792,56.96083,100,0,100,24.71,0,24.71,18.8861,-3.54233,22.42844,27.112,-9.223,36.335,11.102,-0.39,11.492,75.94792,0.91042,75.0375,90.3,-3.4,93.7,61.2,12.1,49.1,29.1,44.6,29.8,12.6,21.2,4.02972,-2.53521,6.56493,8.72387,-14.22977,22.95364,1.16259,0.44168,0.72091,0,20.6,0,0,0,11.87104,3.12146,8.74958,14.34,-5.15,19.49,10.71,4.51,6.2,14.475,-3.0375,17.5125,20.1,-6.8,26.9,7.8,-1.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,223
"1804Taber",2018-08-12,"2018","Alberta","Taber","1804","Burkard",NA,NA,224,NA,NA,NA,3451.26,3.538103496,NA,NA,NA,NA,32,8,2404.28,3.38116564,"Taber",59.2525,-0.03625,59.28875,100,0,100,13.53,-11.18,24.71,16.93925,-1.94685,18.8861,24.919,-2.193,27.112,8.767,-2.335,11.102,77.55208,1.60417,75.94792,95.9,5.6,90.3,40.8,-20.4,61.2,55.1,29.1,44.6,19.5,26.2,3.77848,-0.25124,4.02972,12.03488,3.31101,8.72387,0.41546,-0.74713,1.16259,0,0,0,0,0,9.64938,-2.22167,11.87104,10.63,-3.71,14.34,8.6,-2.11,10.71,12.56458,-1.91042,14.475,18.7,-1.4,20.1,7.5,-0.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,224
"1804Taber",2018-08-13,"2018","Alberta","Taber","1804","Burkard",NA,NA,225,NA,NA,NA,935.92,2.97170251,NA,NA,NA,NA,33,8,3451.26,3.538103496,"Taber",62.74521,3.49271,59.2525,100,0,100,17.65,4.12,13.53,14.24821,-2.69104,16.93925,22.513,-2.406,24.919,6.077,-2.69,8.767,78.10833,0.55625,77.55208,93.1,-2.8,95.9,54.5,13.7,40.8,38.6,55.1,29.1,22.2,27.8,3.21839,-0.56009,3.77848,8.03873,-3.99615,12.03488,0.58329,0.16783,0.41546,0,0,0,0,0,7.98625,-1.66313,9.64938,8.6,-2.03,10.63,7.29,-1.31,8.6,10.16042,-2.40417,12.56458,14.2,-4.5,18.7,4.7,-2.8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
"1804Taber",2018-08-14,"2018","Alberta","Taber","1804","Burkard",NA,NA,226,NA,NA,NA,1970.79,3.29486066,NA,NA,NA,NA,33,8,935.92,2.97170251,"Taber",45.19646,-17.54875,62.74521,100,0,100,14.71,-2.94,17.65,17.41442,3.16621,14.24821,28.791,6.278,22.513,6.611,0.534,6.077,70.07917,-8.02917,78.10833,92.7,-0.4,93.1,43.8,-10.7,54.5,48.9,38.6,55.1,25.3,31.3,5.89817,2.67978,3.21839,15.52969,7.49096,8.03873,0.55971,-0.02357,0.58329,0,0,0,0,0,6.72042,-1.26583,7.98625,7.36,-1.24,8.6,6.13,-1.16,7.29,11.26458,1.10417,10.16042,18.7,4.5,14.2,4.6,-0.1,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,226
"1804Taber",2018-08-15,"2018","Alberta","Taber","1804","Burkard",NA,NA,227,NA,NA,NA,8350.82,3.921781126,NA,NA,NA,NA,33,8,1970.79,3.29486066,"Taber",55.98146,10.785,45.19646,100,0,100,16.47,1.76,14.71,17.56752,0.1531,17.41442,29.69,0.899,28.791,8.245,1.634,6.611,75.83125,5.75208,70.07917,94.1,1.4,92.7,46.9,3.1,43.8,47.2,48.9,38.6,19.6,29.5,5.0753,-0.82288,5.89817,15.18806,-0.34163,15.52969,0.50184,-0.05787,0.55971,0,0,0,0,0,5.87208,-0.84833,6.72042,6.13,-1.23,7.36,5.55,-0.58,6.13,12.7,1.43542,11.26458,19,0.3,18.7,6.8,2.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,227
"1804Taber",2018-08-16,"2018","Alberta","Taber","1804","Burkard",NA,NA,228,NA,NA,NA,2897.51,3.462174054,NA,NA,NA,NA,33,8,8350.82,3.921781126,"Taber",57.01,1.02854,55.98146,100,0,100,16.47,0,16.47,16.86546,-0.70206,17.56752,28.444,-1.246,29.69,7.92,-0.325,8.245,79.45833,3.62708,75.83125,96.4,2.3,94.1,50.6,3.7,46.9,45.8,47.2,48.9,15.3,25.9,3.9923,-1.083,5.0753,13.5036,-1.68446,15.18806,0.28681,-0.21504,0.50184,0,0,0,0,0,5.38875,-0.48333,5.87208,5.55,-0.58,6.13,5.19,-0.36,5.55,12.875,0.175,12.7,19.1,0.1,19,7.3,0.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,228
